,iso_code,continent,location,Date ,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand,positive_rate,people_vaccinated,population,population_density,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy
48445,MEX,North America,Mexico,2020-09-05,49.01,3.684,0.052,0.426,,128.932753,66.444,29.3,17336.469,1.38,75.05
48444,MEX,North America,Mexico,2020-09-04,48.056,4.049,0.12,0.425,,128.932753,66.444,29.3,17336.469,1.38,75.05
48443,MEX,North America,Mexico,2020-09-03,46.047,3.979,0.122,0.427,,128.932753,66.444,29.3,17336.469,1.38,75.05
48442,MEX,North America,Mexico,2020-09-02,38.167,4.46,0.127,0.428,,128.932753,66.444,29.3,17336.469,1.38,75.05
48441,MEX,North America,Mexico,2020-09-01,50.228,6.414,0.128,0.428,,128.932753,66.444,29.3,17336.469,1.38,75.05
48440,MEX,North America,Mexico,2020-08-31,28.844,1.986,0.12,0.43,,128.932753,66.444,29.3,17336.469,1.38,75.05
48439,MEX,North America,Mexico,2020-08-30,32.024,2.629,0.034,0.433,,128.932753,66.444,29.3,17336.469,1.38,75.05
48438,MEX,North America,Mexico,2020-08-29,46.334,5.22,0.059,0.435,,128.932753,66.444,29.3,17336.469,1.38,75.05
48437,MEX,North America,Mexico,2020-08-28,45.171,4.281,0.122,0.439,,128.932753,66.444,29.3,17336.469,1.38,75.05
48436,MEX,North America,Mexico,2020-08-27,46.738,4.018,0.124,0.446,,128.932753,66.444,29.3,17336.469,1.38,75.05
48435,MEX,North America,Mexico,2020-08-26,40.851,4.855,0.129,0.454,,128.932753,66.444,29.3,17336.469,1.38,75.05
48434,MEX,North America,Mexico,2020-08-25,38.128,5.041,0.116,0.458,,128.932753,66.444,29.3,17336.469,1.38,75.05
48433,MEX,North America,Mexico,2020-08-24,27.464,2.482,0.116,0.458,,128.932753,66.444,29.3,17336.469,1.38,75.05
48432,MEX,North America,Mexico,2020-08-23,30.621,1.753,0.033,0.457,,128.932753,66.444,29.3,17336.469,1.38,75.05
48431,MEX,North America,Mexico,2020-08-22,50.274,4.995,0.052,0.457,,128.932753,66.444,29.3,17336.469,1.38,75.05
48430,MEX,North America,Mexico,2020-08-21,45.977,3.909,0.111,0.458,,128.932753,66.444,29.3,17336.469,1.38,75.05
48429,MEX,North America,Mexico,2020-08-20,52.547,4.847,0.102,0.458,,128.932753,66.444,29.3,17336.469,1.38,75.05
48428,MEX,North America,Mexico,2020-08-19,44.923,5.483,0.111,0.456,,128.932753,66.444,29.3,17336.469,1.38,75.05
48427,MEX,North America,Mexico,2020-08-18,42.704,5.825,0.117,0.458,,128.932753,66.444,29.3,17336.469,1.38,75.05
48426,MEX,North America,Mexico,2020-08-17,27.697,2.063,0.114,0.46,,128.932753,66.444,29.3,17336.469,1.38,75.05
48425,MEX,North America,Mexico,2020-08-16,34.499,1.66,0.034,0.461,,128.932753,66.444,29.3,17336.469,1.38,75.05
48424,MEX,North America,Mexico,2020-08-15,49.212,4.925,0.051,0.462,,128.932753,66.444,29.3,17336.469,1.38,75.05
48423,MEX,North America,Mexico,2020-08-14,43.573,4.77,0.11,0.466,,128.932753,66.444,29.3,17336.469,1.38,75.05
48422,MEX,North America,Mexico,2020-08-13,57.169,4.863,0.112,0.469,,128.932753,66.444,29.3,17336.469,1.38,75.05
48421,MEX,North America,Mexico,2020-08-12,45.435,5.716,0.112,0.473,,128.932753,66.444,29.3,17336.469,1.38,75.05
48420,MEX,North America,Mexico,2020-08-11,51.856,7.182,0.116,0.477,,128.932753,66.444,29.3,17336.469,1.38,75.05
48419,MEX,North America,Mexico,2020-08-10,43.108,5.468,0.119,0.481,,128.932753,66.444,29.3,17336.469,1.38,75.05
48418,MEX,North America,Mexico,2020-08-09,33.94,2.265,0.034,0.487,,128.932753,66.444,29.3,17336.469,1.38,75.05
48417,MEX,North America,Mexico,2020-08-08,50.375,5.39,0.054,0.487,,128.932753,66.444,29.3,17336.469,1.38,75.05
48416,MEX,North America,Mexico,2020-08-07,52.097,6.158,0.111,0.487,,128.932753,66.444,29.3,17336.469,1.38,75.05
48415,MEX,North America,Mexico,2020-08-06,51.112,6.352,0.111,0.488,,128.932753,66.444,29.3,17336.469,1.38,75.05
48414,MEX,North America,Mexico,2020-08-05,47.614,6.43,0.116,0.493,,128.932753,66.444,29.3,17336.469,1.38,75.05
48413,MEX,North America,Mexico,2020-08-04,47.684,6.647,0.119,0.497,,128.932753,66.444,29.3,17336.469,1.38,75.05
48412,MEX,North America,Mexico,2020-08-03,36.973,2.063,0.116,0.502,,128.932753,66.444,29.3,17336.469,1.38,75.05
48411,MEX,North America,Mexico,2020-08-02,37.64,2.125,0.035,0.506,,128.932753,66.444,29.3,17336.469,1.38,75.05
48410,MEX,North America,Mexico,2020-08-01,74.116,6.081,0.057,0.508,,128.932753,66.444,29.3,17336.469,1.38,75.05
48409,MEX,North America,Mexico,2020-07-31,65.6,5.336,0.111,0.511,,128.932753,66.444,29.3,17336.469,1.38,75.05
48408,MEX,North America,Mexico,2020-07-30,59.954,4.956,0.118,0.518,,128.932753,66.444,29.3,17336.469,1.38,75.05
48407,MEX,North America,Mexico,2020-07-29,44.612,3.762,0.119,0.52,,128.932753,66.444,29.3,17336.469,1.38,75.05
48406,MEX,North America,Mexico,2020-07-28,55.905,6.624,0.125,0.521,,128.932753,66.444,29.3,17336.469,1.38,75.05
48405,MEX,North America,Mexico,2020-07-27,38.57,2.653,0.125,0.524,,128.932753,66.444,29.3,17336.469,1.38,75.05
48404,MEX,North America,Mexico,2020-07-26,42.503,2.373,0.04,0.523,,128.932753,66.444,29.3,17336.469,1.38,75.05
48403,MEX,North America,Mexico,2020-07-25,52.361,5.654,0.058,0.526,,128.932753,66.444,29.3,17336.469,1.38,75.05
48402,MEX,North America,Mexico,2020-07-24,58.736,5.716,0.122,0.525,,128.932753,66.444,29.3,17336.469,1.38,75.05
48401,MEX,North America,Mexico,2020-07-23,65.445,5.569,0.123,0.522,,128.932753,66.444,29.3,17336.469,1.38,75.05
48400,MEX,North America,Mexico,2020-07-22,46.683,6.127,0.127,0.522,,128.932753,66.444,29.3,17336.469,1.38,75.05
48399,MEX,North America,Mexico,2020-07-21,53.198,7.097,0.128,0.525,,128.932753,66.444,29.3,17336.469,1.38,75.05
48398,MEX,North America,Mexico,2020-07-20,40.114,2.335,0.135,0.527,,128.932753,66.444,29.3,17336.469,1.38,75.05
48397,MEX,North America,Mexico,2020-07-19,41.192,2.296,0.043,0.529,,128.932753,66.444,29.3,17336.469,1.38,75.05
48396,MEX,North America,Mexico,2020-07-18,59.062,4.483,0.063,0.527,,128.932753,66.444,29.3,17336.469,1.38,75.05
48395,MEX,North America,Mexico,2020-07-17,56.285,5.708,0.126,0.528,,128.932753,66.444,29.3,17336.469,1.38,75.05
48394,MEX,North America,Mexico,2020-07-16,49.685,5.181,0.126,0.531,,128.932753,66.444,29.3,17336.469,1.38,75.05
48393,MEX,North America,Mexico,2020-07-15,47.692,4.491,0.131,0.531,,128.932753,66.444,29.3,17336.469,1.38,75.05
48392,MEX,North America,Mexico,2020-07-14,54.687,6.484,0.123,0.529,,128.932753,66.444,29.3,17336.469,1.38,75.05
48391,MEX,North America,Mexico,2020-07-13,36.337,3.762,0.128,0.526,,128.932753,66.444,29.3,17336.469,1.38,75.05
48390,MEX,North America,Mexico,2020-07-12,34.762,2.141,0.042,0.521,,128.932753,66.444,29.3,17336.469,1.38,75.05
48389,MEX,North America,Mexico,2020-07-11,47.265,4.18,0.054,0.519,,128.932753,66.444,29.3,17336.469,1.38,75.05
48388,MEX,North America,Mexico,2020-07-10,53.446,5.158,0.11,0.519,,128.932753,66.444,29.3,17336.469,1.38,75.05
48387,MEX,North America,Mexico,2020-07-09,56.464,5.662,0.108,0.518,,128.932753,66.444,29.3,17336.469,1.38,75.05
48386,MEX,North America,Mexico,2020-07-08,54.253,6.065,0.114,0.52,,128.932753,66.444,29.3,17336.469,1.38,75.05
48385,MEX,North America,Mexico,2020-07-07,48.537,6.942,0.119,0.522,,128.932753,66.444,29.3,17336.469,1.38,75.05
48384,MEX,North America,Mexico,2020-07-06,38.02,3.723,0.12,0.521,,128.932753,66.444,29.3,17336.469,1.38,75.05
48383,MEX,North America,Mexico,2020-07-05,36.321,2.117,0.041,0.521,,128.932753,66.444,29.3,17336.469,1.38,75.05
48382,MEX,North America,Mexico,2020-07-04,53.625,4.056,0.051,0.522,,128.932753,66.444,29.3,17336.469,1.38,75.05
48381,MEX,North America,Mexico,2020-07-03,52.275,5.072,0.109,0.52,,128.932753,66.444,29.3,17336.469,1.38,75.05
48380,MEX,North America,Mexico,2020-07-02,52.283,5.266,0.106,0.52,,128.932753,66.444,29.3,17336.469,1.38,75.05
48379,MEX,North America,Mexico,2020-07-01,44.062,5.747,0.115,0.517,,128.932753,66.444,29.3,17336.469,1.38,75.05
48378,MEX,North America,Mexico,2020-06-30,42.13,5.026,0.109,0.517,,128.932753,66.444,29.3,17336.469,1.38,75.05
48377,MEX,North America,Mexico,2020-06-29,29.512,3.669,0.115,0.516,,128.932753,66.444,29.3,17336.469,1.38,75.05
48376,MEX,North America,Mexico,2020-06-28,31.412,2.071,0.04,0.523,,128.932753,66.444,29.3,17336.469,1.38,75.05
48375,MEX,North America,Mexico,2020-06-27,34.204,4.669,0.053,0.524,,128.932753,66.444,29.3,17336.469,1.38,75.05
48374,MEX,North America,Mexico,2020-06-26,42.2,5.577,0.102,0.526,,128.932753,66.444,29.3,17336.469,1.38,75.05
48373,MEX,North America,Mexico,2020-06-25,47.343,5.708,0.099,0.528,,128.932753,66.444,29.3,17336.469,1.38,75.05
48372,MEX,North America,Mexico,2020-06-24,42.169,7.345,0.095,0.531,,128.932753,66.444,29.3,17336.469,1.38,75.05
48371,MEX,North America,Mexico,2020-06-23,48.77,6.15,0.1,0.529,,128.932753,66.444,29.3,17336.469,1.38,75.05
48370,MEX,North America,Mexico,2020-06-22,35.499,5.887,0.098,0.528,,128.932753,66.444,29.3,17336.469,1.38,75.05
48369,MEX,North America,Mexico,2020-06-21,41.44,8.097,0.033,0.519,,128.932753,66.444,29.3,17336.469,1.38,75.05
48368,MEX,North America,Mexico,2020-06-20,36.585,3.002,0.05,0.517,,128.932753,66.444,29.3,17336.469,1.38,75.05
48367,MEX,North America,Mexico,2020-06-19,39.013,5.018,0.093,0.514,,128.932753,66.444,29.3,17336.469,1.38,75.05
48366,MEX,North America,Mexico,2020-06-18,43.914,5.173,0.093,0.509,,128.932753,66.444,29.3,17336.469,1.38,75.05
48365,MEX,North America,Mexico,2020-06-17,38.237,5.972,0.095,0.503,,128.932753,66.444,29.3,17336.469,1.38,75.05
48364,MEX,North America,Mexico,2020-06-16,35.67,5.662,0.099,0.501,,128.932753,66.444,29.3,17336.469,1.38,75.05
48363,MEX,North America,Mexico,2020-06-15,26.58,3.405,0.104,0.499,,128.932753,66.444,29.3,17336.469,1.38,75.05
48362,MEX,North America,Mexico,2020-06-14,32.164,2.086,0.036,0.504,,128.932753,66.444,29.3,17336.469,1.38,75.05
48361,MEX,North America,Mexico,2020-06-13,27.099,3.289,0.045,0.503,,128.932753,66.444,29.3,17336.469,1.38,75.05
48360,MEX,North America,Mexico,2020-06-12,40.502,3.909,0.093,0.503,,128.932753,66.444,29.3,17336.469,1.38,75.05
48359,MEX,North America,Mexico,2020-06-11,37.151,4.553,0.089,0.503,,128.932753,66.444,29.3,17336.469,1.38,75.05
48358,MEX,North America,Mexico,2020-06-10,37.872,5.491,0.092,0.505,,128.932753,66.444,29.3,17336.469,1.38,75.05
48357,MEX,North America,Mexico,2020-06-09,32.567,4.623,0.092,0.505,,128.932753,66.444,29.3,17336.469,1.38,75.05
48356,MEX,North America,Mexico,2020-06-08,23.26,2.746,0.093,0.503,,128.932753,66.444,29.3,17336.469,1.38,75.05
48355,MEX,North America,Mexico,2020-06-07,27.022,1.458,0.033,0.5,,128.932753,66.444,29.3,17336.469,1.38,75.05
48354,MEX,North America,Mexico,2020-06-06,27.867,2.645,0.045,0.498,,128.932753,66.444,29.3,17336.469,1.38,75.05
48353,MEX,North America,Mexico,2020-06-05,33.707,4.847,0.083,0.496,,128.932753,66.444,29.3,17336.469,1.38,75.05
48352,MEX,North America,Mexico,2020-06-04,34.452,6.329,0.08,0.496,,128.932753,66.444,29.3,17336.469,1.38,75.05
48351,MEX,North America,Mexico,2020-06-03,30.341,8.47,0.081,0.494,,128.932753,66.444,29.3,17336.469,1.38,75.05
48350,MEX,North America,Mexico,2020-06-02,30.179,3.645,0.077,0.494,,128.932753,66.444,29.3,17336.469,1.38,75.05
48349,MEX,North America,Mexico,2020-06-01,21.492,1.838,0.083,0.493,,128.932753,66.444,29.3,17336.469,1.38,75.05
48348,MEX,North America,Mexico,2020-05-31,24.447,1.171,0.031,0.49,,128.932753,66.444,29.3,17336.469,1.38,75.05
48347,MEX,North America,Mexico,2020-05-30,22.376,2.823,0.042,0.489,,128.932753,66.444,29.3,17336.469,1.38,75.05
48346,MEX,North America,Mexico,2020-05-29,25.029,2.877,0.073,0.489,,128.932753,66.444,29.3,17336.469,1.38,75.05
48345,MEX,North America,Mexico,2020-05-28,26.192,3.467,0.07,0.489,,128.932753,66.444,29.3,17336.469,1.38,75.05
48344,MEX,North America,Mexico,2020-05-27,26.859,3.591,0.074,0.491,,128.932753,66.444,29.3,17336.469,1.38,75.05
48343,MEX,North America,Mexico,2020-05-26,26.797,3.886,0.071,0.491,,128.932753,66.444,29.3,17336.469,1.38,75.05
48342,MEX,North America,Mexico,2020-05-25,19.274,1.854,0.075,0.49,,128.932753,66.444,29.3,17336.469,1.38,75.05
48341,MEX,North America,Mexico,2020-05-24,21.438,1.668,0.029,0.487,,128.932753,66.444,29.3,17336.469,1.38,75.05
48340,MEX,North America,Mexico,2020-05-23,25.82,1.474,0.035,0.489,,128.932753,66.444,29.3,17336.469,1.38,75.05
48339,MEX,North America,Mexico,2020-05-22,22.958,3.715,0.068,0.489,,128.932753,66.444,29.3,17336.469,1.38,75.05
48338,MEX,North America,Mexico,2020-05-21,23.059,3.258,0.065,0.487,,128.932753,66.444,29.3,17336.469,1.38,75.05
48337,MEX,North America,Mexico,2020-05-20,17.435,3.289,0.066,0.479,,128.932753,66.444,29.3,17336.469,1.38,75.05
48336,MEX,North America,Mexico,2020-05-19,21.042,2.59,0.061,0.476,,128.932753,66.444,29.3,17336.469,1.38,75.05
48335,MEX,North America,Mexico,2020-05-18,18.723,1.202,0.067,0.469,,128.932753,66.444,29.3,17336.469,1.38,75.05
48334,MEX,North America,Mexico,2020-05-17,16.094,1.024,0.023,0.462,,128.932753,66.444,29.3,17336.469,1.38,75.05
48333,MEX,North America,Mexico,2020-05-16,16.381,2.156,0.033,0.459,,128.932753,66.444,29.3,17336.469,1.38,75.05
48332,MEX,North America,Mexico,2020-05-15,18.901,2.249,0.062,0.452,,128.932753,66.444,29.3,17336.469,1.38,75.05
48331,MEX,North America,Mexico,2020-05-14,18.684,1.993,0.057,0.443,,128.932753,66.444,29.3,17336.469,1.38,75.05
48330,MEX,North America,Mexico,2020-05-13,14.442,2.28,0.055,0.441,,128.932753,66.444,29.3,17336.469,1.38,75.05
48329,MEX,North America,Mexico,2020-05-12,15.489,2.738,0.056,0.434,,128.932753,66.444,29.3,17336.469,1.38,75.05
48328,MEX,North America,Mexico,2020-05-11,10.122,0.838,0.054,0.434,,128.932753,66.444,29.3,17336.469,1.38,75.05
48327,MEX,North America,Mexico,2020-05-10,12.115,0.869,0.022,0.433,,128.932753,66.444,29.3,17336.469,1.38,75.05
48326,MEX,North America,Mexico,2020-05-09,15.031,1.497,0.028,0.428,,128.932753,66.444,29.3,17336.469,1.38,75.05
48325,MEX,North America,Mexico,2020-05-08,14.783,1.543,0.049,0.431,,128.932753,66.444,29.3,17336.469,1.38,75.05
48324,MEX,North America,Mexico,2020-05-07,15.372,1.993,0.046,0.441,,128.932753,66.444,29.3,17336.469,1.38,75.05
48323,MEX,North America,Mexico,2020-05-06,12.479,1.528,0.045,0.431,,128.932753,66.444,29.3,17336.469,1.38,75.05
48322,MEX,North America,Mexico,2020-05-05,8.687,1.83,0.04,0.429,,128.932753,66.444,29.3,17336.469,1.38,75.05
48321,MEX,North America,Mexico,2020-05-04,11.122,0.907,0.047,0.43,,128.932753,66.444,29.3,17336.469,1.38,75.05
48320,MEX,North America,Mexico,2020-05-03,10.727,0.721,0.022,0.429,,128.932753,66.444,29.3,17336.469,1.38,75.05
48319,MEX,North America,Mexico,2020-05-02,10.463,0.69,0.023,0.433,,128.932753,66.444,29.3,17336.469,1.38,75.05
48318,MEX,North America,Mexico,2020-05-01,11.75,0.876,0.025,0.43,,128.932753,66.444,29.3,17336.469,1.38,75.05
48317,MEX,North America,Mexico,2020-04-30,11.052,0.985,0.04,0.424,,128.932753,66.444,29.3,17336.469,1.38,75.05
48316,MEX,North America,Mexico,2020-04-29,8.121,1.264,0.038,0.435,,128.932753,66.444,29.3,17336.469,1.38,75.05
48315,MEX,North America,Mexico,2020-04-28,9.486,1.047,0.035,0.441,,128.932753,66.444,29.3,17336.469,1.38,75.05
48314,MEX,North America,Mexico,2020-04-27,6.608,0.644,0.035,0.441,,128.932753,66.444,29.3,17336.469,1.38,75.05
48313,MEX,North America,Mexico,2020-04-26,6.476,0.357,0.016,0.437,,128.932753,66.444,29.3,17336.469,1.38,75.05
48312,MEX,North America,Mexico,2020-04-25,7.523,0.652,0.018,0.432,,128.932753,66.444,29.3,17336.469,1.38,75.05
48311,MEX,North America,Mexico,2020-04-24,9.61,1.179,0.032,0.429,,128.932753,66.444,29.3,17336.469,1.38,75.05
48310,MEX,North America,Mexico,2020-04-23,8.446,0.768,0.028,0.421,,128.932753,66.444,29.3,17336.469,1.38,75.05
48309,MEX,North America,Mexico,2020-04-22,8.089,0.876,0.026,0.413,,128.932753,66.444,29.3,17336.469,1.38,75.05
48308,MEX,North America,Mexico,2020-04-21,5.654,1.125,0.027,0.4,,128.932753,66.444,29.3,17336.469,1.38,75.05
48307,MEX,North America,Mexico,2020-04-20,3.963,0.202,0.029,0.382,,128.932753,66.444,29.3,17336.469,1.38,75.05
48306,MEX,North America,Mexico,2020-04-19,5.926,0.279,0.012,0.368,,128.932753,66.444,29.3,17336.469,1.38,75.05
48305,MEX,North America,Mexico,2020-04-18,4.824,0.807,0.013,0.358,,128.932753,66.444,29.3,17336.469,1.38,75.05
48304,MEX,North America,Mexico,2020-04-17,4.483,0.465,0.024,0.343,,128.932753,66.444,29.3,17336.469,1.38,75.05
48303,MEX,North America,Mexico,2020-04-16,3.49,0.287,0.021,0.332,,128.932753,66.444,29.3,17336.469,1.38,75.05
48302,MEX,North America,Mexico,2020-04-15,3.475,0.334,0.022,0.321,,128.932753,66.444,29.3,17336.469,1.38,75.05
48301,MEX,North America,Mexico,2020-04-14,2.986,0.574,0.023,0.308,,128.932753,66.444,29.3,17336.469,1.38,75.05
48300,MEX,North America,Mexico,2020-04-13,2.738,0.279,0.022,0.298,,128.932753,66.444,29.3,17336.469,1.38,75.05
48299,MEX,North America,Mexico,2020-04-12,3.428,0.178,0.01,0.291,,128.932753,66.444,29.3,17336.469,1.38,75.05
48298,MEX,North America,Mexico,2020-04-11,2.908,0.31,0.011,0.283,,128.932753,66.444,29.3,17336.469,1.38,75.05
48297,MEX,North America,Mexico,2020-04-10,3.126,0.302,0.015,0.273,,128.932753,66.444,29.3,17336.469,1.38,75.05
48296,MEX,North America,Mexico,2020-04-09,2.017,0.155,0.013,0.262,,128.932753,66.444,29.3,17336.469,1.38,75.05
48295,MEX,North America,Mexico,2020-04-08,3.071,0.256,0.017,0.25,,128.932753,66.444,29.3,17336.469,1.38,75.05
48294,MEX,North America,Mexico,2020-04-07,2.684,0.124,0.016,0.246,,128.932753,66.444,29.3,17336.469,1.38,75.05
48293,MEX,North America,Mexico,2020-04-06,2.296,0.24,0.016,0.239,,128.932753,66.444,29.3,17336.469,1.38,75.05
48292,MEX,North America,Mexico,2020-04-05,1.962,0.116,0.007,0.221,,128.932753,66.444,29.3,17336.469,1.38,75.05
48291,MEX,North America,Mexico,2020-04-04,1.567,0.147,0.009,0.213,,128.932753,66.444,29.3,17336.469,1.38,75.05
48290,MEX,North America,Mexico,2020-04-03,1.381,0.078,0.014,0.214,,128.932753,66.444,29.3,17336.469,1.38,75.05
48289,MEX,North America,Mexico,2020-04-02,1.024,0.101,0.013,0.205,,128.932753,66.444,29.3,17336.469,1.38,75.05
48288,MEX,North America,Mexico,2020-04-01,1.264,0.062,0.013,0.2,,128.932753,66.444,29.3,17336.469,1.38,75.05
48287,MEX,North America,Mexico,2020-03-31,0.938,0.008,0.012,0.183,,128.932753,66.444,29.3,17336.469,1.38,75.05
48286,MEX,North America,Mexico,2020-03-30,0.783,0.062,0.013,0.176,,128.932753,66.444,29.3,17336.469,1.38,75.05
48285,MEX,North America,Mexico,2020-03-29,1.125,0.031,0.006,0.168,,128.932753,66.444,29.3,17336.469,1.38,75.05
48284,MEX,North America,Mexico,2020-03-28,1.016,0.031,0.006,0.163,,128.932753,66.444,29.3,17336.469,1.38,75.05
48283,MEX,North America,Mexico,2020-03-27,1.024,0.031,0.012,0.156,,128.932753,66.444,29.3,17336.469,1.38,75.05
48282,MEX,North America,Mexico,2020-03-26,0.853,0.016,0.011,0.156,,128.932753,66.444,29.3,17336.469,1.38,75.05
48281,MEX,North America,Mexico,2020-03-25,0.543,0.008,0.011,0.158,,128.932753,66.444,29.3,17336.469,1.38,75.05
48280,MEX,North America,Mexico,2020-03-24,0.295,0.008,0.011,0.164,,128.932753,66.444,29.3,17336.469,1.38,75.05
48279,MEX,North America,Mexico,2020-03-23,0.396,0.008,0.008,0.162,,128.932753,66.444,29.3,17336.469,1.38,75.05
48278,MEX,North America,Mexico,2020-03-22,0.504,0.008,0.003,0.168,,128.932753,66.444,29.3,17336.469,1.38,75.05
48277,MEX,North America,Mexico,2020-03-21,0.372,0.0,0.004,0.167,,128.932753,66.444,29.3,17336.469,1.38,75.05
48276,MEX,North America,Mexico,2020-03-20,0.302,0.008,0.006,0.17,,128.932753,66.444,29.3,17336.469,1.38,75.05
48275,MEX,North America,Mexico,2020-03-19,0.357,0.008,0.007,0.167,,128.932753,66.444,29.3,17336.469,1.38,75.05
48274,MEX,North America,Mexico,2020-03-18,0.194,,0.006,0.157,,128.932753,66.444,29.3,17336.469,1.38,75.05
48273,MEX,North America,Mexico,2020-03-17,0.085,,0.006,0.156,,128.932753,66.444,29.3,17336.469,1.38,75.05
48272,MEX,North America,Mexico,2020-03-16,0.225,,0.003,0.148,,128.932753,66.444,29.3,17336.469,1.38,75.05
48271,MEX,North America,Mexico,2020-03-15,0.093,,0.002,0.124,,128.932753,66.444,29.3,17336.469,1.38,75.05
48270,MEX,North America,Mexico,2020-03-14,0.116,,0.002,0.117,,128.932753,66.444,29.3,17336.469,1.38,75.05
48269,MEX,North America,Mexico,2020-03-13,0.109,,0.003,0.101,,128.932753,66.444,29.3,17336.469,1.38,75.05
48268,MEX,North America,Mexico,2020-03-12,0.031,,0.003,0.079,,128.932753,66.444,29.3,17336.469,1.38,75.05
48267,MEX,North America,Mexico,2020-03-11,0.008,,0.002,0.066,,128.932753,66.444,29.3,17336.469,1.38,75.05
48266,MEX,North America,Mexico,2020-03-10,0.0,,0.002,0.048,,128.932753,66.444,29.3,17336.469,1.38,75.05
48265,MEX,North America,Mexico,2020-03-09,0.0,,0.002,0.042,,128.932753,66.444,29.3,17336.469,1.38,75.05
48264,MEX,North America,Mexico,2020-03-08,0.008,,0.001,0.042,,128.932753,66.444,29.3,17336.469,1.38,75.05
48263,MEX,North America,Mexico,2020-03-07,0.0,,0.001,0.036,,128.932753,66.444,29.3,17336.469,1.38,75.05
48262,MEX,North America,Mexico,2020-03-06,0.008,,0.001,0.033,,128.932753,66.444,29.3,17336.469,1.38,75.05
48261,MEX,North America,Mexico,2020-03-05,0.0,,0.002,0.031,,128.932753,66.444,29.3,17336.469,1.38,75.05
48260,MEX,North America,Mexico,2020-03-04,0.0,,0.002,0.03,,128.932753,66.444,29.3,17336.469,1.38,75.05
48259,MEX,North America,Mexico,2020-03-03,0.0,,0.002,0.025,,128.932753,66.444,29.3,17336.469,1.38,75.05
48258,MEX,North America,Mexico,2020-03-02,0.0,,0.002,0.018,,128.932753,66.444,29.3,17336.469,1.38,75.05
48257,MEX,North America,Mexico,2020-03-01,0.008,,0.001,0.015,,128.932753,66.444,29.3,17336.469,1.38,75.05
48256,MEX,North America,Mexico,2020-02-29,0.023,,0.001,0.015,,128.932753,66.444,29.3,17336.469,1.38,75.05
48255,MEX,North America,Mexico,2020-02-28,0.008,,0.002,0.013,,128.932753,66.444,29.3,17336.469,1.38,75.05
