,iso_code,continent,location,date_,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand,positive_rate,people_vaccinated,population,population_density,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,day_num,school_closures,date
23688,ESP,Europe,Spain,04/23/2020,99.134,9.411,2.821,0.381,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,83,3,2020-04-23
19455,DEU,Europe,Germany,04/23/2020,29.612,3.533,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,89,3,2020-04-23
70033,SWE,Europe,Sweden,04/23/2020,75.055,8.317,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,83,2,2020-04-23
36828,ITA,Europe,Italy,04/23/2020,43.763,7.674,1.102,0.052,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,84,3,2020-04-23
36829,ITA,Europe,Italy,04/24/2020,49.965,6.947,1.033,0.052,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,85,3,2020-04-24
23689,ESP,Europe,Spain,04/24/2020,-214.609,7.849,2.821,0.112,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,84,3,2020-04-24
70034,SWE,Europe,Sweden,04/24/2020,77.134,12.971,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,84,2,2020-04-24
26169,FRA,Europe,France,04/24/2020,41.605,5.772,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,92,3,2020-04-24
19456,DEU,Europe,Germany,04/24/2020,22.319,2.208,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,90,3,2020-04-24
26170,FRA,Europe,France,04/25/2020,24.836,5.461,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,93,3,2020-04-25
23690,ESP,Europe,Spain,04/25/2020,62.347,8.085,2.821,0.099,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,85,3,2020-04-25
70035,SWE,Europe,Sweden,04/25/2020,46.835,3.961,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,85,2,2020-04-25
36830,ITA,Europe,Italy,04/25/2020,38.983,6.864,1.081,0.048,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,86,3,2020-04-25
19457,DEU,Europe,Germany,04/25/2020,18.07,1.396,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,91,3,2020-04-25
19458,DEU,Europe,Germany,04/26/2020,15.003,1.182,2.821,0.05,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,92,3,2020-04-26
36831,ITA,Europe,Italy,04/26/2020,38.437,4.3,0.826,0.047,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,87,3,2020-04-26
70036,SWE,Europe,Sweden,04/26/2020,29.705,0.198,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,86,2,2020-04-26
26171,FRA,Europe,France,04/26/2020,9.369,3.582,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,94,3,2020-04-26
23691,ESP,Europe,Spain,04/26/2020,36.98,6.16,2.821,0.051,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,86,3,2020-04-26
19459,DEU,Europe,Germany,04/27/2020,11.792,1.79,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,93,3,2020-04-27
23692,ESP,Europe,Spain,04/27/2020,39.162,7.079,2.821,0.044,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,87,3,2020-04-27
26172,FRA,Europe,France,04/27/2020,54.555,6.468,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,95,3,2020-04-27
70037,SWE,Europe,Sweden,04/27/2020,55.747,7.921,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,87,2,2020-04-27
36832,ITA,Europe,Italy,04/27/2020,28.762,5.508,0.529,0.046,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,88,3,2020-04-27
23693,ESP,Europe,Spain,04/28/2020,27.976,6.438,2.821,0.027,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,88,3,2020-04-28
26173,FRA,Europe,France,04/28/2020,46.356,5.432,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,96,3,2020-04-28
70038,SWE,Europe,Sweden,04/28/2020,73.471,8.02,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,88,2,2020-04-28
36833,ITA,Europe,Italy,04/28/2020,34.584,6.318,0.947,0.044,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,89,3,2020-04-28
19460,DEU,Europe,Germany,04/28/2020,13.774,2.244,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,94,3,2020-04-28
26174,FRA,Europe,France,04/29/2020,-21.535,6.305,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,97,3,2020-04-29
70039,SWE,Europe,Sweden,04/29/2020,79.016,10.595,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,89,2,2020-04-29
19461,DEU,Europe,Germany,04/29/2020,19.419,1.826,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,95,3,2020-04-29
23694,ESP,Europe,Spain,04/29/2020,45.856,9.689,2.821,0.016,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,89,3,2020-04-29
36834,ITA,Europe,Italy,04/29/2020,34.501,5.342,1.056,0.041,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,90,3,2020-04-29
23695,ESP,Europe,Spain,04/30/2020,11.079,5.732,2.821,0.001,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,90,3,2020-04-30
19462,DEU,Europe,Germany,04/30/2020,17.545,1.862,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,96,3,2020-04-30
70040,SWE,Europe,Sweden,04/30/2020,62.876,12.278,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,90,2,2020-04-30
26175,FRA,Europe,France,04/30/2020,18.027,4.277,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,98,3,2020-04-30
36835,ITA,Europe,Italy,04/30/2020,30.962,4.714,1.132,0.039,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,91,3,2020-04-30
23696,ESP,Europe,Spain,05/01/2020,38.092,0.0,2.821,0.039,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,91,3,2020-05-01
19463,DEU,Europe,Germany,05/01/2020,12.747,1.349,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,97,3,2020-05-01
26176,FRA,Europe,France,05/01/2020,7.785,3.212,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,99,3,2020-05-01
70041,SWE,Europe,Sweden,05/01/2020,52.677,6.634,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,91,2,2020-05-01
36836,ITA,Europe,Italy,05/01/2020,32.5,4.449,1.227,0.035,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,92,3,2020-05-01
26177,FRA,Europe,France,05/02/2020,11.722,2.916,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,100,3,2020-05-02
19464,DEU,Europe,Germany,05/02/2020,10.623,0.907,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,98,3,2020-05-02
23697,ESP,Europe,Spain,05/02/2020,29.216,11.913,2.821,0.035,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,92,3,2020-05-02
36837,ITA,Europe,Italy,05/02/2020,31.425,7.84,0.916,0.035,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,93,3,2020-05-02
70042,SWE,Europe,Sweden,05/02/2020,29.606,1.584,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,92,2,2020-05-02
36838,ITA,Europe,Italy,05/03/2020,22.973,2.878,0.743,0.033,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,94,3,2020-05-03
23698,ESP,Europe,Spain,05/03/2020,18.907,3.508,2.821,0.033,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,93,3,2020-05-03
26178,FRA,Europe,France,05/03/2020,5.343,1.998,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,101,3,2020-05-03
19465,DEU,Europe,Germany,05/03/2020,8.319,0.645,2.821,0.038,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,99,3,2020-05-03
70043,SWE,Europe,Sweden,05/03/2020,25.843,0.99,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,93,2,2020-05-03
26179,FRA,Europe,France,05/04/2020,8.318,4.529,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,102,3,2020-05-04
23699,ESP,Europe,Spain,05/04/2020,11.657,3.508,2.821,0.029,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,94,3,2020-05-04
36839,ITA,Europe,Italy,05/04/2020,20.195,3.225,0.622,0.031,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,95,3,2020-05-04
19466,DEU,Europe,Germany,05/04/2020,5.825,1.516,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,100,2,2020-05-04
70044,SWE,Europe,Sweden,05/04/2020,47.132,8.912,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,94,2,2020-05-04
70045,SWE,Europe,Sweden,05/05/2020,65.054,8.416,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,95,2,2020-05-05
23700,ESP,Europe,Spain,05/05/2020,28.19,3.957,2.821,0.03,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,95,3,2020-05-05
26180,FRA,Europe,France,05/05/2020,16.532,4.929,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,103,3,2020-05-05
36840,ITA,Europe,Italy,05/05/2020,17.78,3.903,0.914,0.029,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,96,3,2020-05-05
19467,DEU,Europe,Germany,05/05/2020,10.205,0.0,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,101,2,2020-05-05
36841,ITA,Europe,Italy,05/06/2020,23.883,6.103,1.063,0.027,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,97,3,2020-05-06
19468,DEU,Europe,Germany,05/06/2020,13.785,3.366,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,102,2,2020-05-06
70046,SWE,Europe,Sweden,05/06/2020,73.867,8.614,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,96,2,2020-05-06
26181,FRA,Europe,France,05/06/2020,61.216,4.07,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,104,3,2020-05-06
23701,ESP,Europe,Spain,05/06/2020,21.303,5.219,2.821,0.026,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,96,3,2020-05-06
70047,SWE,Europe,Sweden,05/07/2020,77.926,9.803,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,97,2,2020-05-07
36842,ITA,Europe,Italy,05/07/2020,23.172,4.532,1.164,0.026,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,98,3,2020-05-07
23702,ESP,Europe,Spain,05/07/2020,23.998,4.556,2.821,0.029,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,97,3,2020-05-07
19469,DEU,Europe,Germany,05/07/2020,15.134,1.396,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,103,2,2020-05-07
26182,FRA,Europe,France,05/07/2020,10.967,2.649,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,105,3,2020-05-07
23703,ESP,Europe,Spain,05/08/2020,30.157,4.898,2.821,0.028,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,98,3,2020-05-08
70048,SWE,Europe,Sweden,05/08/2020,69.312,13.367,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,98,2,2020-05-08
36843,ITA,Europe,Italy,05/08/2020,21.948,4.019,1.055,0.025,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,99,3,2020-05-08
19470,DEU,Europe,Germany,05/08/2020,13.821,1.408,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,104,2,2020-05-08
26183,FRA,Europe,France,05/08/2020,7.859,3.582,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,106,3,2020-05-08
36844,ITA,Europe,Italy,05/09/2020,17.912,3.209,1.144,0.022,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,100,3,2020-05-09
26184,FRA,Europe,France,05/09/2020,7.83,1.184,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,107,3,2020-05-09
23704,ESP,Europe,Spain,05/09/2020,15.421,3.828,2.821,0.025,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,99,3,2020-05-09
19471,DEU,Europe,Germany,05/09/2020,8.784,0.465,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,105,2,2020-05-09
70049,SWE,Europe,Sweden,05/09/2020,50.4,4.456,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,99,2,2020-05-09
26185,FRA,Europe,France,05/10/2020,3.685,1.036,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,108,3,2020-05-10
36845,ITA,Europe,Italy,05/10/2020,13.265,2.729,0.855,0.02,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,101,3,2020-05-10
19472,DEU,Europe,Germany,05/10/2020,6.624,0.239,2.821,0.026,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,106,2,2020-05-10
23705,ESP,Europe,Spain,05/10/2020,16.512,3.059,2.821,0.024,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,100,3,2020-05-10
70050,SWE,Europe,Sweden,05/10/2020,27.527,0.495,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,100,2,2020-05-10
36846,ITA,Europe,Italy,05/11/2020,12.305,2.961,0.674,0.019,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,102,3,2020-05-11
23706,ESP,Europe,Spain,05/11/2020,66.004,2.631,2.821,0.033,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,101,3,2020-05-11
19473,DEU,Europe,Germany,05/11/2020,8.319,1.098,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,107,2,2020-05-11
26186,FRA,Europe,France,05/11/2020,4.647,3.893,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,109,2,2020-05-11
70051,SWE,Europe,Sweden,05/11/2020,45.053,3.07,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,101,2,2020-05-11
23707,ESP,Europe,Spain,05/12/2020,12.705,3.764,2.821,0.03,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,102,3,2020-05-12
19474,DEU,Europe,Germany,05/12/2020,7.102,0.919,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,108,2,2020-05-12
26187,FRA,Europe,France,05/12/2020,11.145,5.151,2.821,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,110,2,2020-05-12
70052,SWE,Europe,Sweden,05/12/2020,74.659,5.644,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,102,2,2020-05-12
36847,ITA,Europe,Italy,05/12/2020,23.188,2.845,1.108,0.019,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,103,3,2020-05-12
26188,FRA,Europe,France,05/13/2020,7.711,1.258,0.59,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,111,2,2020-05-13
70053,SWE,Europe,Sweden,05/13/2020,69.312,14.556,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,103,2,2020-05-13
23708,ESP,Europe,Spain,05/13/2020,14.138,3.935,2.821,0.029,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,103,3,2020-05-13
19475,DEU,Europe,Germany,05/13/2020,11.064,1.468,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,109,2,2020-05-13
36848,ITA,Europe,Italy,05/13/2020,14.687,3.225,1.025,0.018,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,104,3,2020-05-13
23709,ESP,Europe,Spain,05/14/2020,18.159,4.641,2.821,0.028,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,104,3,2020-05-14
19476,DEU,Europe,Germany,05/14/2020,4.535,0.275,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,110,2,2020-05-14
70054,SWE,Europe,Sweden,05/14/2020,65.351,6.832,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,104,2,2020-05-14
26189,FRA,Europe,France,05/14/2020,9.502,5.195,0.639,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,112,2,2020-05-14
36849,ITA,Europe,Italy,05/14/2020,16.407,4.333,1.189,0.017,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,105,3,2020-05-14
26190,FRA,Europe,France,05/15/2020,7.593,1.51,0.716,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,113,2,2020-05-15
70055,SWE,Europe,Sweden,05/15/2020,68.124,11.585,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,105,2,2020-05-15
23710,ESP,Europe,Spain,05/15/2020,13.753,2.952,2.821,0.025,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,105,3,2020-05-15
36850,ITA,Europe,Italy,05/15/2020,13.05,4.003,1.128,0.016,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,106,3,2020-05-15
19477,DEU,Europe,Germany,05/15/2020,9.011,0.155,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,111,2,2020-05-15
36851,ITA,Europe,Italy,05/16/2020,14.472,2.531,1.144,0.015,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,107,3,2020-05-16
23711,ESP,Europe,Spain,05/16/2020,11.015,2.224,2.821,0.024,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,106,3,2020-05-16
19478,DEU,Europe,Germany,05/16/2020,6.195,0.489,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,112,2,2020-05-16
26191,FRA,Europe,France,05/16/2020,6.142,1.45,0.247,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,114,2,2020-05-16
70056,SWE,Europe,Sweden,05/16/2020,35.448,2.772,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,106,2,2020-05-16
19479,DEU,Europe,Germany,05/17/2020,7.364,0.286,2.821,0.017,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,113,2,2020-05-17
70057,SWE,Europe,Sweden,05/17/2020,25.645,0.495,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,107,2,2020-05-17
23712,ESP,Europe,Spain,05/17/2020,0.0,0.0,2.821,0.021,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,107,3,2020-05-17
36852,ITA,Europe,Italy,05/17/2020,11.164,2.398,0.994,0.014,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,108,3,2020-05-17
26192,FRA,Europe,France,05/17/2020,2.072,7.149,0.098,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,115,2,2020-05-17
70058,SWE,Europe,Sweden,05/18/2020,42.676,1.881,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,108,2,2020-05-18
23713,ESP,Europe,Spain,05/18/2020,19.42,3.123,2.821,0.014,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,108,3,2020-05-18
26193,FRA,Europe,France,05/18/2020,6.572,1.909,0.768,0.061,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,116,2,2020-05-18
19480,DEU,Europe,Germany,05/18/2020,2.172,0.489,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,114,2,2020-05-18
36853,ITA,Europe,Italy,05/18/2020,7.459,1.637,0.602,0.014,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,109,3,2020-05-18
70059,SWE,Europe,Sweden,05/19/2020,66.044,4.456,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,109,2,2020-05-19
23714,ESP,Europe,Spain,05/19/2020,9.218,1.476,2.821,0.013,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,109,3,2020-05-19
19481,DEU,Europe,Germany,05/19/2020,14.645,0.931,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,115,2,2020-05-19
26194,FRA,Europe,France,05/19/2020,7.415,-3.212,0.79,0.022,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,117,2,2020-05-19
36854,ITA,Europe,Italy,05/19/2020,13.447,2.679,1.045,0.013,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,110,3,2020-05-19
19482,DEU,Europe,Germany,05/20/2020,8.295,0.752,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,116,2,2020-05-20
23715,ESP,Europe,Spain,05/20/2020,11.079,2.353,2.821,0.013,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,110,3,2020-05-20
26195,FRA,Europe,France,05/20/2020,7.134,1.643,0.794,0.021,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,118,2,2020-05-20
36855,ITA,Europe,Italy,05/20/2020,10.999,2.663,1.111,0.012,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,111,3,2020-05-20
70060,SWE,Europe,Sweden,05/20/2020,80.006,8.714,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,110,2,2020-05-20
26196,FRA,Europe,France,05/21/2020,3.952,1.214,0.145,0.021,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,119,2,2020-05-21
19483,DEU,Europe,Germany,05/21/2020,6.541,0.704,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,117,2,2020-05-21
23716,ESP,Europe,Spain,05/21/2020,10.309,1.112,2.821,0.012,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,111,3,2020-05-21
70061,SWE,Europe,Sweden,05/21/2020,60.4,3.961,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,111,2,2020-05-21
36856,ITA,Europe,Italy,05/21/2020,10.618,2.58,1.186,0.011,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,112,3,2020-05-21
36857,ITA,Europe,Italy,05/22/2020,10.784,2.15,1.247,0.011,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,113,3,2020-05-22
26197,FRA,Europe,France,05/22/2020,11.189,2.191,0.753,0.02,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,120,2,2020-05-22
19484,DEU,Europe,Germany,05/22/2020,8.224,0.298,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,118,2,2020-05-22
23717,ESP,Europe,Spain,05/22/2020,38.221,14.715,2.821,0.015,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,112,3,2020-05-22
70062,SWE,Europe,Sweden,05/22/2020,52.677,5.347,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,112,2,2020-05-22
26198,FRA,Europe,France,05/23/2020,8.081,1.273,0.283,0.019,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,121,2,2020-05-23
23718,ESP,Europe,Spain,05/23/2020,9.967,1.069,2.821,0.015,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,113,3,2020-05-23
70063,SWE,Europe,Sweden,05/23/2020,39.904,6.634,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,113,2,2020-05-23
19485,DEU,Europe,Germany,05/23/2020,3.294,0.394,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,119,2,2020-05-23
36858,ITA,Europe,Italy,05/23/2020,11.065,1.968,1.198,0.01,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,114,3,2020-05-23
36859,ITA,Europe,Italy,05/24/2020,8.782,0.827,0.923,0.01,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,115,3,2020-05-24
19486,DEU,Europe,Germany,05/24/2020,4.082,0.263,2.821,0.015,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,120,2,2020-05-24
23719,ESP,Europe,Spain,05/24/2020,10.309,1.583,2.821,0.017,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,114,3,2020-05-24
26199,FRA,Europe,France,05/24/2020,-6.498,-1.184,0.107,0.019,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,122,2,2020-05-24
70064,SWE,Europe,Sweden,05/24/2020,20.794,0.594,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,114,2,2020-05-24
36860,ITA,Europe,Italy,05/25/2020,4.962,1.522,0.583,0.01,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,116,3,2020-05-25
19487,DEU,Europe,Germany,05/25/2020,3.246,0.31,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,121,2,2020-05-25
26200,FRA,Europe,France,05/25/2020,4.81,1.317,0.769,0.018,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,123,2,2020-05-25
23720,ESP,Europe,Spain,05/25/2020,-7.956,-41.023,2.821,0.012,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,115,3,2020-05-25
70065,SWE,Europe,Sweden,05/25/2020,48.518,3.07,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,115,2,2020-05-25
70066,SWE,Europe,Sweden,05/26/2020,73.867,9.506,2.821,0.061,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,116,2,2020-05-26
26201,FRA,Europe,France,05/26/2020,3.774,2.028,0.801,0.016,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,124,2,2020-05-26
23721,ESP,Europe,Spain,05/26/2020,18.372,6.053,2.821,0.014,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,116,2,2020-05-26
36861,ITA,Europe,Italy,05/26/2020,6.566,1.29,0.954,0.009,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,117,3,2020-05-26
19488,DEU,Europe,Germany,05/26/2020,7.161,0.752,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,122,2,2020-05-26
26202,FRA,Europe,France,05/27/2020,2.546,0.015,0.692,0.015,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,125,2,2020-05-27
23722,ESP,Europe,Spain,05/27/2020,0.0,0.0,2.821,0.012,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,117,2,2020-05-27
